assignment_id,family_id,vehicle_no,driver_no,assignment_type,exposure_factor,effective_date,status
ASS00000001,FAM000781,01,01,primary,1.0,2018-05-07,removed
ASS00000001,FAM000892,01,01,primary,1.0,2018-05-07,removed
ASS00000001,FAM000314,01,01,primary,1.0,2018-05-08,removed
ASS00000001,FAM000659,01,01,primary,1.0,2018-05-08,removed
ASS00000001,FAM000678,01,01,primary,1.0,2018-05-08,removed
ASS00000001,FAM000783,01,01,primary,1.0,2018-05-08,removed
ASS00000001,FAM000048,01,01,primary,1.0,2018-05-09,removed
ASS00000001,FAM000259,01,01,primary,1.0,2018-05-09,removed
ASS00000001,FAM000333,01,01,primary,1.0,2018-05-09,removed
ASS00000001,FAM000568,01,01,primary,1.0,2018-05-09,removed
ASS00000001,FAM000582,01,01,primary,1.0,2018-05-09,removed
ASS00000001,FAM000491,01,01,primary,1.0,2018-05-10,removed
ASS00000001,FAM001060,01,01,primary,1.0,2018-05-10,removed
ASS00000001,FAM000005,01,01,primary,1.0,2018-05-11,removed
ASS00000001,FAM000784,01,01,primary,1.0,2018-05-11,removed
ASS00000001,FAM000855,01,01,primary,1.0,2018-05-11,removed
ASS00000001,FAM000875,01,01,primary,1.0,2018-05-11,removed
ASS00000001,FAM000238,01,01,primary,1.0,2018-05-12,removed
ASS00000001,FAM000605,01,01,primary,1.0,2018-05-12,removed
ASS00000001,FAM001086,01,01,primary,1.0,2018-05-12,removed
ASS00000001,FAM000644,01,01,primary,1.0,2018-05-13,removed
ASS00000001,FAM000676,01,01,primary,1.0,2018-05-13,removed
ASS00000001,FAM000825,01,01,primary,1.0,2018-05-13,removed
ASS00000001,FAM000938,01,01,primary,1.0,2018-05-13,active
ASS00000001,FAM000965,01,01,primary,1.0,2018-05-13,removed
ASS00000001,FAM001095,01,01,primary,1.0,2018-05-13,active
ASS00000001,FAM000224,01,01,primary,1.0,2018-05-14,active
ASS00000001,FAM000555,01,01,primary,1.0,2018-05-14,removed
ASS00000001,FAM000616,01,01,primary,1.0,2018-05-14,active
ASS00000001,FAM000631,01,01,primary,1.0,2018-05-14,removed
ASS00000001,FAM000666,01,01,primary,1.0,2018-05-14,removed
ASS00000001,FAM000672,01,01,primary,1.0,2018-05-14,removed
ASS00000001,FAM000721,01,01,primary,1.0,2018-05-14,removed
ASS00000001,FAM000080,01,01,primary,1.0,2018-05-15,removed
ASS00000001,FAM000212,01,01,primary,1.0,2018-05-15,removed
ASS00000001,FAM000217,01,01,primary,1.0,2018-05-15,removed
ASS00000001,FAM000902,01,01,primary,1.0,2018-05-15,removed
ASS00000001,FAM000966,01,01,primary,1.0,2018-05-15,removed
ASS00000001,FAM000370,01,01,primary,1.0,2018-05-16,removed
ASS00000001,FAM000770,01,01,primary,1.0,2018-05-16,active
ASS00000001,FAM000828,01,01,primary,1.0,2018-05-16,removed
ASS00000001,FAM000830,01,01,primary,1.0,2018-05-16,removed
ASS00000001,FAM001016,01,01,primary,1.0,2018-05-16,removed
ASS00000001,FAM000445,01,01,primary,1.0,2018-05-17,removed
ASS00000001,FAM000507,01,01,primary,1.0,2018-05-17,removed
ASS00000001,FAM000545,01,01,primary,1.0,2018-05-17,removed
ASS00000001,FAM000628,01,01,primary,1.0,2018-05-17,removed
ASS00000001,FAM000640,01,01,primary,1.0,2018-05-17,removed
ASS00000001,FAM000977,01,01,primary,1.0,2018-05-17,active
ASS00000001,FAM001001,01,01,primary,1.0,2018-05-17,removed
ASS00000001,FAM000109,01,01,primary,1.0,2018-05-18,removed
ASS00000001,FAM000134,01,01,primary,1.0,2018-05-18,removed
ASS00000001,FAM000897,01,01,primary,1.0,2018-05-18,removed
ASS00000001,FAM000026,01,01,primary,1.0,2018-05-19,removed
ASS00000001,FAM000204,01,01,primary,1.0,2018-05-19,removed
ASS00000001,FAM000296,01,01,primary,1.0,2018-05-19,removed
ASS00000001,FAM000342,01,01,primary,1.0,2018-05-19,removed
ASS00000001,FAM000734,01,01,primary,1.0,2018-05-19,removed
ASS00000001,FAM001011,01,01,primary,1.0,2018-05-19,removed
ASS00000001,FAM000256,01,01,primary,1.0,2018-05-20,removed
ASS00000001,FAM000559,01,01,primary,1.0,2018-05-20,removed
ASS00000001,FAM000717,01,01,primary,1.0,2018-05-20,removed
ASS00000001,FAM000867,01,01,primary,1.0,2018-05-20,removed
ASS00000001,FAM000956,01,01,primary,1.0,2018-05-20,removed
ASS00000001,FAM001030,01,01,primary,1.0,2018-05-20,removed
ASS00000001,FAM000113,01,01,primary,1.0,2018-05-21,removed
ASS00000001,FAM000252,01,01,primary,1.0,2018-05-21,active
ASS00000001,FAM000398,01,01,primary,1.0,2018-05-21,removed
ASS00000001,FAM000310,01,01,primary,1.0,2018-05-22,removed
ASS00000001,FAM001037,01,01,primary,1.0,2018-05-22,removed
ASS00000001,FAM000165,01,01,primary,1.0,2018-05-23,removed
ASS00000001,FAM001079,01,01,primary,1.0,2018-05-24,removed
ASS00000001,FAM000274,01,01,primary,1.0,2018-05-26,active
ASS00000001,FAM000927,01,01,primary,1.0,2018-05-26,removed
ASS00000001,FAM000107,01,01,primary,1.0,2018-05-27,removed
ASS00000001,FAM000602,01,01,primary,1.0,2018-05-27,removed
ASS00000001,FAM000349,01,01,primary,1.0,2018-05-28,removed
ASS00000001,FAM000125,01,01,primary,1.0,2018-05-29,removed
ASS00000001,FAM000351,01,01,primary,1.0,2018-05-29,active
ASS00000001,FAM000558,01,01,primary,1.0,2018-05-29,removed
ASS00000001,FAM000036,01,01,primary,1.0,2018-05-30,removed
ASS00000001,FAM000443,01,01,primary,1.0,2018-05-30,removed
ASS00000001,FAM000872,01,01,primary,1.0,2018-05-30,removed
ASS00000001,FAM000430,01,01,primary,1.0,2018-05-31,removed
ASS00000001,FAM000898,01,01,primary,1.0,2018-05-31,removed
ASS00000001,FAM001057,01,01,primary,1.0,2018-05-31,removed
ASS00000001,FAM000220,01,01,primary,1.0,2018-06-01,removed
ASS00000001,FAM000292,01,01,primary,1.0,2018-06-02,removed
ASS00000001,FAM000747,01,01,primary,1.0,2018-06-02,active
ASS00000001,FAM000861,01,01,primary,1.0,2018-06-02,removed
ASS00000001,FAM000466,01,01,primary,1.0,2018-06-03,removed
ASS00000001,FAM000936,01,01,primary,1.0,2018-06-03,removed
ASS00000001,FAM000410,01,01,primary,1.0,2018-06-04,removed
ASS00000001,FAM000506,01,01,primary,1.0,2018-06-04,removed
ASS00000001,FAM000796,01,01,primary,1.0,2018-06-04,removed
ASS00000001,FAM001021,01,01,primary,1.0,2018-06-04,removed
ASS00000001,FAM000163,01,01,primary,1.0,2018-06-05,removed
ASS00000001,FAM000401,01,01,primary,1.0,2018-06-05,removed
ASS00000001,FAM000135,01,01,primary,1.0,2018-06-06,removed
ASS00000001,FAM000753,01,01,primary,1.0,2018-06-06,removed
ASS00000001,FAM001031,01,01,primary,1.0,2018-06-06,removed
ASS00000001,FAM000209,01,01,primary,1.0,2018-06-07,active
ASS00000001,FAM000901,01,01,primary,1.0,2018-06-07,removed
ASS00000001,FAM000479,01,01,primary,1.0,2018-06-08,removed
ASS00000001,FAM000698,01,01,primary,1.0,2018-06-08,removed
ASS00000001,FAM000969,01,01,primary,1.0,2018-06-08,removed
ASS00000001,FAM000235,01,01,primary,1.0,2018-06-09,removed
ASS00000001,FAM000282,01,01,primary,1.0,2018-06-09,removed
ASS00000001,FAM000463,01,01,primary,1.0,2018-06-09,removed
ASS00000001,FAM000476,01,01,primary,1.0,2018-06-09,removed
ASS00000001,FAM000755,01,01,primary,1.0,2018-06-09,removed
ASS00000001,FAM000509,01,01,primary,1.0,2018-06-10,removed
ASS00000001,FAM000871,01,01,primary,1.0,2018-06-10,removed
ASS00000001,FAM000069,01,01,primary,1.0,2018-06-11,removed
ASS00000001,FAM000691,01,01,primary,1.0,2018-06-11,removed
ASS00000001,FAM000766,01,01,primary,1.0,2018-06-11,removed
ASS00000001,FAM001039,01,01,primary,1.0,2018-06-11,removed
ASS00000001,FAM000226,01,01,primary,1.0,2018-06-12,removed
ASS00000001,FAM000357,01,01,primary,1.0,2018-06-12,active
ASS00000001,FAM000452,01,01,primary,1.0,2018-06-12,removed
ASS00000001,FAM001090,01,01,primary,1.0,2018-06-12,removed
ASS00000001,FAM000153,01,01,primary,1.0,2018-06-13,removed
ASS00000001,FAM000910,01,01,primary,1.0,2018-06-13,removed
ASS00000001,FAM000987,01,01,primary,1.0,2018-06-14,removed
ASS00000001,FAM000094,01,01,primary,1.0,2018-06-16,active
ASS00000001,FAM001074,01,01,primary,1.0,2018-06-16,removed
ASS00000001,FAM000453,01,01,primary,1.0,2018-06-17,removed
ASS00000001,FAM000096,01,01,primary,1.0,2018-06-18,removed
ASS00000001,FAM000257,01,01,primary,1.0,2018-06-18,removed
ASS00000001,FAM000373,01,01,primary,1.0,2018-06-18,removed
ASS00000001,FAM000404,01,01,primary,1.0,2018-06-18,removed
ASS00000001,FAM001010,01,01,primary,1.0,2018-06-18,removed
ASS00000001,FAM000260,01,01,primary,1.0,2018-06-19,removed
ASS00000001,FAM000409,01,01,primary,1.0,2018-06-19,removed
ASS00000001,FAM000826,01,01,primary,1.0,2018-06-19,removed
ASS00000001,FAM000846,01,01,primary,1.0,2018-06-19,active
ASS00000001,FAM000849,01,01,primary,1.0,2018-06-19,removed
ASS00000001,FAM000909,01,01,primary,1.0,2018-06-19,removed
ASS00000001,FAM001008,01,01,primary,1.0,2018-06-19,removed
ASS00000001,FAM000612,01,01,primary,1.0,2018-06-20,removed
ASS00000001,FAM001014,01,01,primary,1.0,2018-06-20,removed
ASS00000001,FAM001076,01,01,primary,1.0,2018-06-20,removed
ASS00000001,FAM001049,01,01,primary,1.0,2018-06-21,removed
ASS00000001,FAM000037,01,01,primary,1.0,2018-06-22,removed
ASS00000001,FAM000062,01,01,primary,1.0,2018-06-22,removed
ASS00000001,FAM000570,01,01,primary,1.0,2018-06-22,removed
ASS00000001,FAM001044,01,01,primary,1.0,2018-06-22,removed
ASS00000001,FAM000266,01,01,primary,1.0,2018-06-23,removed
ASS00000001,FAM000377,01,01,primary,1.0,2018-06-23,removed
ASS00000001,FAM000971,01,01,primary,1.0,2018-06-23,removed
ASS00000001,FAM000123,01,01,primary,1.0,2018-06-24,removed
ASS00000001,FAM000444,01,01,primary,1.0,2018-06-25,removed
ASS00000001,FAM000633,01,01,primary,1.0,2018-06-25,removed
ASS00000001,FAM000068,01,01,primary,1.0,2018-06-26,removed
ASS00000001,FAM000738,01,01,primary,1.0,2018-06-26,removed
ASS00000001,FAM000168,01,01,primary,1.0,2018-06-27,removed
ASS00000001,FAM000625,01,01,primary,1.0,2018-06-27,removed
ASS00000001,FAM000807,01,01,primary,1.0,2018-06-27,removed
ASS00000001,FAM000007,01,01,primary,1.0,2018-06-28,removed
ASS00000001,FAM000027,01,01,primary,1.0,2018-06-28,removed
ASS00000001,FAM000735,01,01,primary,1.0,2018-06-28,removed
ASS00000001,FAM000271,01,01,primary,1.0,2018-06-29,removed
ASS00000001,FAM000001,01,01,primary,1.0,2018-06-30,removed
ASS00000001,FAM000171,01,01,primary,1.0,2018-06-30,removed
ASS00000001,FAM000392,01,01,primary,1.0,2018-06-30,removed
ASS00000001,FAM000595,01,01,primary,1.0,2018-06-30,removed
ASS00000001,FAM000440,01,01,primary,1.0,2018-07-02,active
ASS00000001,FAM000449,01,01,primary,1.0,2018-07-02,removed
ASS00000001,FAM000607,01,01,primary,1.0,2018-07-02,removed
ASS00000001,FAM000844,01,01,primary,1.0,2018-07-02,active
ASS00000001,FAM000914,01,01,primary,1.0,2018-07-02,removed
ASS00000001,FAM000078,01,01,primary,1.0,2018-07-03,active
ASS00000001,FAM000723,01,01,primary,1.0,2018-07-03,removed
ASS00000001,FAM000834,01,01,primary,1.0,2018-07-04,removed
ASS00000001,FAM000272,01,01,primary,1.0,2018-07-05,removed
ASS00000001,FAM000690,01,01,primary,1.0,2018-07-05,active
ASS00000001,FAM000906,01,01,primary,1.0,2018-07-05,removed
ASS00000001,FAM001022,01,01,primary,1.0,2018-07-05,removed
ASS00000001,FAM000669,01,01,primary,1.0,2018-07-06,removed
ASS00000001,FAM000993,01,01,primary,1.0,2018-07-06,removed
ASS00000001,FAM000955,01,01,primary,1.0,2018-07-07,removed
ASS00000001,FAM000253,01,01,primary,1.0,2018-07-08,removed
ASS00000001,FAM000876,01,01,primary,1.0,2018-07-08,removed
ASS00000001,FAM000983,01,01,primary,1.0,2018-07-08,removed
ASS00000001,FAM000361,01,01,primary,1.0,2018-07-09,removed
ASS00000001,FAM000422,01,01,primary,1.0,2018-07-09,removed
ASS00000001,FAM000596,01,01,primary,1.0,2018-07-09,removed
ASS00000001,FAM001069,01,01,primary,1.0,2018-07-09,removed
ASS00000001,FAM000079,01,01,primary,1.0,2018-07-10,removed
ASS00000001,FAM000305,01,01,primary,1.0,2018-07-11,removed
ASS00000001,FAM000737,01,01,primary,1.0,2018-07-11,removed
ASS00000001,FAM000805,01,01,primary,1.0,2018-07-11,removed
ASS00000001,FAM001005,01,01,primary,1.0,2018-07-11,removed
ASS00000001,FAM000021,01,01,primary,1.0,2018-07-12,removed
ASS00000001,FAM000060,01,01,primary,1.0,2018-07-12,removed
ASS00000001,FAM000315,01,01,primary,1.0,2018-07-12,removed
ASS00000001,FAM000097,01,01,primary,1.0,2018-07-13,removed
ASS00000001,FAM000129,01,01,primary,1.0,2018-07-13,active
ASS00000001,FAM000304,01,01,primary,1.0,2018-07-14,removed
ASS00000001,FAM000385,01,01,primary,1.0,2018-07-14,removed
ASS00000001,FAM000758,01,01,primary,1.0,2018-07-14,removed
ASS00000001,FAM000188,01,01,primary,1.0,2018-07-15,removed
ASS00000001,FAM000248,01,01,primary,1.0,2018-07-15,removed
ASS00000001,FAM000311,01,01,primary,1.0,2018-07-15,active
ASS00000001,FAM000344,01,01,primary,1.0,2018-07-15,removed
ASS00000001,FAM000482,01,01,primary,1.0,2018-07-15,removed
ASS00000001,FAM000632,01,01,primary,1.0,2018-07-15,removed
ASS00000001,FAM000761,01,01,primary,1.0,2018-07-15,active
ASS00000001,FAM000366,01,01,primary,1.0,2018-07-17,removed
ASS00000001,FAM000468,01,01,primary,1.0,2018-07-17,active
ASS00000001,FAM000889,01,01,primary,1.0,2018-07-17,removed
ASS00000001,FAM000111,01,01,primary,1.0,2018-07-18,active
ASS00000001,FAM000215,01,01,primary,1.0,2018-07-18,removed
ASS00000001,FAM000313,01,01,primary,1.0,2018-07-18,removed
ASS00000001,FAM000438,01,01,primary,1.0,2018-07-18,removed
ASS00000001,FAM000086,01,01,primary,1.0,2018-07-19,removed
ASS00000001,FAM000263,01,01,primary,1.0,2018-07-19,removed
ASS00000001,FAM000626,01,01,primary,1.0,2018-07-19,removed
ASS00000001,FAM000863,01,01,primary,1.0,2018-07-19,removed
ASS00000001,FAM000269,01,01,primary,1.0,2018-07-20,removed
ASS00000001,FAM000658,01,01,primary,1.0,2018-07-20,removed
ASS00000001,FAM000841,01,01,primary,1.0,2018-07-20,removed
ASS00000001,FAM000540,01,01,primary,1.0,2018-07-22,removed
ASS00000001,FAM000950,01,01,primary,1.0,2018-07-22,removed
ASS00000001,FAM001043,01,01,primary,1.0,2018-07-22,active
ASS00000001,FAM000053,01,01,primary,1.0,2018-07-23,active
ASS00000001,FAM000382,01,01,primary,1.0,2018-07-23,removed
ASS00000001,FAM000600,01,01,primary,1.0,2018-07-23,removed
ASS00000001,FAM000145,01,01,primary,1.0,2018-07-24,removed
ASS00000001,FAM000200,01,01,primary,1.0,2018-07-24,removed
ASS00000001,FAM000213,01,01,primary,1.0,2018-07-24,removed
ASS00000001,FAM000517,01,01,primary,1.0,2018-07-24,removed
ASS00000001,FAM000576,01,01,primary,1.0,2018-07-24,removed
ASS00000001,FAM000265,01,01,primary,1.0,2018-07-25,removed
ASS00000001,FAM000884,01,01,primary,1.0,2018-07-25,removed
ASS00000001,FAM000103,01,01,primary,1.0,2018-07-26,removed
ASS00000001,FAM000299,01,01,primary,1.0,2018-07-26,removed
ASS00000001,FAM000704,01,01,primary,1.0,2018-07-26,removed
ASS00000001,FAM000905,01,01,primary,1.0,2018-07-26,removed
ASS00000001,FAM000022,01,01,primary,1.0,2018-07-28,removed
ASS00000001,FAM000307,01,01,primary,1.0,2018-07-28,removed
ASS00000001,FAM000432,01,01,primary,1.0,2018-07-29,removed
ASS00000001,FAM000733,01,01,primary,1.0,2018-07-30,active
ASS00000001,FAM000865,01,01,primary,1.0,2018-07-30,removed
ASS00000001,FAM000172,01,01,primary,1.0,2018-08-01,removed
ASS00000001,FAM000295,01,01,primary,1.0,2018-08-01,removed
ASS00000001,FAM000446,01,01,primary,1.0,2018-08-01,removed
ASS00000001,FAM001018,01,01,primary,1.0,2018-08-01,removed
ASS00000001,FAM000262,01,01,primary,1.0,2018-08-02,active
ASS00000001,FAM000806,01,01,primary,1.0,2018-08-02,removed
ASS00000001,FAM000814,01,01,primary,1.0,2018-08-02,removed
ASS00000001,FAM000947,01,01,primary,1.0,2018-08-02,removed
ASS00000001,FAM001027,01,01,primary,1.0,2018-08-02,removed
ASS00000001,FAM000496,01,01,primary,1.0,2018-08-03,removed
ASS00000001,FAM000520,01,01,primary,1.0,2018-08-03,removed
ASS00000001,FAM000703,01,01,primary,1.0,2018-08-03,removed
ASS00000001,FAM001073,01,01,primary,1.0,2018-08-03,active
ASS00000001,FAM000148,01,01,primary,1.0,2018-08-04,active
ASS00000001,FAM000478,01,01,primary,1.0,2018-08-04,removed
ASS00000001,FAM000700,01,01,primary,1.0,2018-08-04,active
ASS00000001,FAM000754,01,01,primary,1.0,2018-08-04,removed
ASS00000001,FAM000635,01,01,primary,1.0,2018-08-05,removed
ASS00000001,FAM000779,01,01,primary,1.0,2018-08-05,removed
ASS00000001,FAM000301,01,01,primary,1.0,2018-08-06,active
ASS00000001,FAM000353,01,01,primary,1.0,2018-08-06,removed
ASS00000001,FAM000594,01,01,primary,1.0,2018-08-07,removed
ASS00000001,FAM000815,01,01,primary,1.0,2018-08-07,removed
ASS00000001,FAM000976,01,01,primary,1.0,2018-08-07,removed
ASS00000001,FAM000237,01,01,primary,1.0,2018-08-08,removed
ASS00000001,FAM000372,01,01,primary,1.0,2018-08-09,removed
ASS00000001,FAM000705,01,01,primary,1.0,2018-08-09,removed
ASS00000001,FAM000161,01,01,primary,1.0,2018-08-10,removed
ASS00000001,FAM000494,01,01,primary,1.0,2018-08-10,removed
ASS00000001,FAM000817,01,01,primary,1.0,2018-08-10,removed
ASS00000001,FAM000071,01,01,primary,1.0,2018-08-11,removed
ASS00000001,FAM000613,01,01,primary,1.0,2018-08-11,removed
ASS00000001,FAM000722,01,01,primary,1.0,2018-08-11,removed
ASS00000001,FAM000140,01,01,primary,1.0,2018-08-12,removed
ASS00000001,FAM000535,01,01,primary,1.0,2018-08-12,removed
ASS00000001,FAM000651,01,01,primary,1.0,2018-08-12,removed
ASS00000001,FAM000300,01,01,primary,1.0,2018-08-13,removed
ASS00000001,FAM000383,01,01,primary,1.0,2018-08-13,removed
ASS00000001,FAM000810,01,01,primary,1.0,2018-08-13,removed
ASS00000001,FAM000934,01,01,primary,1.0,2018-08-13,removed
ASS00000001,FAM000674,01,01,primary,1.0,2018-08-14,removed
ASS00000001,FAM000918,01,01,primary,1.0,2018-08-14,removed
ASS00000001,FAM000065,01,01,primary,1.0,2018-08-15,removed
ASS00000001,FAM000128,01,01,primary,1.0,2018-08-15,removed
ASS00000001,FAM000195,01,01,primary,1.0,2018-08-15,removed
ASS00000001,FAM000090,01,01,primary,1.0,2018-08-16,removed
ASS00000001,FAM000513,01,01,primary,1.0,2018-08-16,removed
ASS00000001,FAM000854,01,01,primary,1.0,2018-08-16,removed
ASS00000001,FAM000240,01,01,primary,1.0,2018-08-17,removed
ASS00000001,FAM000399,01,01,primary,1.0,2018-08-17,removed
ASS00000001,FAM000510,01,01,primary,1.0,2018-08-17,active
ASS00000001,FAM001035,01,01,primary,1.0,2018-08-17,removed
ASS00000001,FAM000152,01,01,primary,1.0,2018-08-18,removed
ASS00000001,FAM000207,01,01,primary,1.0,2018-08-18,removed
ASS00000001,FAM000425,01,01,primary,1.0,2018-08-18,removed
ASS00000001,FAM000583,01,01,primary,1.0,2018-08-18,removed
ASS00000001,FAM000869,01,01,primary,1.0,2018-08-18,removed
ASS00000001,FAM000978,01,01,primary,1.0,2018-08-18,removed
ASS00000001,FAM000176,01,01,primary,1.0,2018-08-19,removed
ASS00000001,FAM000541,01,01,primary,1.0,2018-08-19,removed
ASS00000001,FAM000184,01,01,primary,1.0,2018-08-20,removed
ASS00000001,FAM000242,01,01,primary,1.0,2018-08-20,removed
ASS00000001,FAM000551,01,01,primary,1.0,2018-08-20,active
ASS00000001,FAM000143,01,01,primary,1.0,2018-08-21,removed
ASS00000001,FAM000701,01,01,primary,1.0,2018-08-21,removed
ASS00000001,FAM000663,01,01,primary,1.0,2018-08-22,removed
ASS00000001,FAM000833,01,01,primary,1.0,2018-08-22,removed
ASS00000001,FAM000881,01,01,primary,1.0,2018-08-22,active
ASS00000001,FAM000002,01,01,primary,1.0,2018-08-23,removed
ASS00000001,FAM000598,01,01,primary,1.0,2018-08-23,active
ASS00000001,FAM000652,01,01,primary,1.0,2018-08-23,active
ASS00000001,FAM000730,01,01,primary,1.0,2018-08-23,removed
ASS00000001,FAM000196,01,01,primary,1.0,2018-08-24,removed
ASS00000001,FAM000498,01,01,primary,1.0,2018-08-24,removed
ASS00000001,FAM001078,01,01,primary,1.0,2018-08-24,active
ASS00000001,FAM000202,01,01,primary,1.0,2018-08-25,removed
ASS00000001,FAM000713,01,01,primary,1.0,2018-08-25,removed
ASS00000001,FAM000803,01,01,primary,1.0,2018-08-25,removed
ASS00000001,FAM000837,01,01,primary,1.0,2018-08-25,removed
ASS00000001,FAM000210,01,01,primary,1.0,2018-08-26,removed
ASS00000001,FAM000767,01,01,primary,1.0,2018-08-26,active
ASS00000001,FAM000991,01,01,primary,1.0,2018-08-26,removed
ASS00000001,FAM001013,01,01,primary,1.0,2018-08-26,removed
ASS00000001,FAM000102,01,01,primary,1.0,2018-08-27,removed
ASS00000001,FAM000130,01,01,primary,1.0,2018-08-27,removed
ASS00000001,FAM000397,01,01,primary,1.0,2018-08-27,removed
ASS00000001,FAM000567,01,01,primary,1.0,2018-08-27,removed
ASS00000001,FAM000575,01,01,primary,1.0,2018-08-27,removed
ASS00000001,FAM000984,01,01,primary,1.0,2018-08-27,active
ASS00000001,FAM000650,01,01,primary,1.0,2018-08-28,removed
ASS00000001,FAM000686,01,01,primary,1.0,2018-08-28,active
ASS00000001,FAM000795,01,01,primary,1.0,2018-08-29,removed
ASS00000001,FAM000864,01,01,primary,1.0,2018-08-29,removed
ASS00000001,FAM000778,01,01,primary,1.0,2018-08-31,removed
ASS00000001,FAM000952,01,01,primary,1.0,2018-08-31,removed
ASS00000001,FAM000004,01,01,primary,1.0,2018-09-01,removed
ASS00000001,FAM000354,01,01,primary,1.0,2018-09-01,removed
ASS00000001,FAM000216,01,01,primary,1.0,2018-09-02,removed
ASS00000001,FAM000696,01,01,primary,1.0,2018-09-02,removed
ASS00000001,FAM000857,01,01,primary,1.0,2018-09-02,removed
ASS00000001,FAM000405,01,01,primary,1.0,2018-09-03,removed
ASS00000001,FAM000042,01,01,primary,1.0,2018-09-04,removed
ASS00000001,FAM000531,01,01,primary,1.0,2018-09-04,removed
ASS00000001,FAM000126,01,01,primary,1.0,2018-09-05,removed
ASS00000001,FAM000908,01,01,primary,1.0,2018-09-05,removed
ASS00000001,FAM001023,01,01,primary,1.0,2018-09-05,removed
ASS00000001,FAM000227,01,01,primary,1.0,2018-09-06,removed
ASS00000001,FAM000515,01,01,primary,1.0,2018-09-06,removed
ASS00000001,FAM000624,01,01,primary,1.0,2018-09-06,active
ASS00000001,FAM000189,01,01,primary,1.0,2018-09-07,removed
ASS00000001,FAM000244,01,01,primary,1.0,2018-09-07,removed
ASS00000001,FAM000726,01,01,primary,1.0,2018-09-07,removed
ASS00000001,FAM000925,01,01,primary,1.0,2018-09-07,removed
ASS00000001,FAM000989,01,01,primary,1.0,2018-09-07,removed
ASS00000001,FAM001006,01,01,primary,1.0,2018-09-07,removed
ASS00000001,FAM001066,01,01,primary,1.0,2018-09-07,removed
ASS00000001,FAM000358,01,01,primary,1.0,2018-09-08,removed
ASS00000001,FAM000858,01,01,primary,1.0,2018-09-08,removed
ASS00000001,FAM000167,01,01,primary,1.0,2018-09-09,removed
ASS00000001,FAM000177,01,01,primary,1.0,2018-09-09,removed
ASS00000001,FAM000455,01,01,primary,1.0,2018-09-09,removed
ASS00000001,FAM000785,01,01,primary,1.0,2018-09-09,removed
ASS00000001,FAM000894,01,01,primary,1.0,2018-09-09,removed
ASS00000001,FAM000031,01,01,primary,1.0,2018-09-10,removed
ASS00000001,FAM000194,01,01,primary,1.0,2018-09-10,removed
ASS00000001,FAM000375,01,01,primary,1.0,2018-09-10,removed
ASS00000001,FAM000835,01,01,primary,1.0,2018-09-10,removed
ASS00000001,FAM000765,01,01,primary,1.0,2018-09-11,active
ASS00000001,FAM000957,01,01,primary,1.0,2018-09-11,removed
ASS00000001,FAM000347,01,01,primary,1.0,2018-09-12,removed
ASS00000001,FAM000138,01,01,primary,1.0,2018-09-14,removed
ASS00000001,FAM000179,01,01,primary,1.0,2018-09-14,removed
ASS00000001,FAM000203,01,01,primary,1.0,2018-09-14,removed
ASS00000001,FAM000720,01,01,primary,1.0,2018-09-14,active
ASS00000001,FAM000746,01,01,primary,1.0,2018-09-14,removed
ASS00000001,FAM001072,01,01,primary,1.0,2018-09-14,removed
ASS00000001,FAM000206,01,01,primary,1.0,2018-09-15,removed
ASS00000001,FAM000572,01,01,primary,1.0,2018-09-15,removed
ASS00000001,FAM000994,01,01,primary,1.0,2018-09-15,removed
ASS00000001,FAM000192,01,01,primary,1.0,2018-09-16,removed
ASS00000001,FAM000312,01,01,primary,1.0,2018-09-16,removed
ASS00000001,FAM000505,01,01,primary,1.0,2018-09-16,removed
ASS00000001,FAM000566,01,01,primary,1.0,2018-09-16,removed
ASS00000001,FAM000390,01,01,primary,1.0,2018-09-17,removed
ASS00000001,FAM000427,01,01,primary,1.0,2018-09-17,removed
ASS00000001,FAM001103,01,01,primary,1.0,2018-09-17,removed
ASS00000001,FAM000420,01,01,primary,1.0,2018-09-18,removed
ASS00000001,FAM000072,01,01,primary,1.0,2018-09-22,removed
ASS00000001,FAM000953,01,01,primary,1.0,2018-09-22,removed
ASS00000001,FAM001025,01,01,primary,1.0,2018-09-24,removed
ASS00000001,FAM000580,01,01,primary,1.0,2018-09-25,removed
ASS00000001,FAM000100,01,01,primary,1.0,2018-09-26,removed
ASS00000001,FAM000838,01,01,primary,1.0,2018-09-26,removed
ASS00000001,FAM000888,01,01,primary,1.0,2018-09-26,removed
ASS00000001,FAM001082,01,01,primary,1.0,2018-09-26,removed
ASS00000001,FAM000067,01,01,primary,1.0,2018-09-27,active
ASS00000001,FAM000081,01,01,primary,1.0,2018-09-27,removed
ASS00000001,FAM000219,01,01,primary,1.0,2018-09-27,active
ASS00000001,FAM000492,01,01,primary,1.0,2018-09-27,removed
ASS00000001,FAM000748,01,01,primary,1.0,2018-09-27,removed
ASS00000001,FAM000816,01,01,primary,1.0,2018-09-27,removed
ASS00000001,FAM000083,01,01,primary,1.0,2018-09-28,removed
ASS00000001,FAM000622,01,01,primary,1.0,2018-09-28,removed
ASS00000001,FAM000636,01,01,primary,1.0,2018-09-28,removed
ASS00000001,FAM000699,01,01,primary,1.0,2018-09-28,removed
ASS00000001,FAM001034,01,01,primary,1.0,2018-09-28,removed
ASS00000001,FAM000012,01,01,primary,1.0,2018-09-29,removed
